binary,zeros,class
00c80ac02000c808b100000bccc02000c908c02000c808d100000bccc02000c908c02000c808990d0bccc02000c908c02000e808c100000beec02000e908c020,62,xtensa
00813f00087d4a4bd6813f000c7f8a4800419d0084813f00082f890000419d0028813f000c2f890000409d001c3d408000813f000c7d4a4bd6813f00087f8a48,41,powerpc
210000c020002802810000c0200029082d09c020009908c02000b908b10000c20b00c02000c908b20b01c02000b908b10000c80bc02000c908b81bc02000b908,63,xtensa
00e36104711267115873618362136023610c7ee36ff66ef6680b000900e62ff47ff36ee363047342235113e363cc736d13e363cc733d5311432a8be363cc733d,12,sh4
003d24000061890b046b5dca146a59010040d50204ff4701f05f440138204401f03f44040020e410006f8914004f896a106a590100e0c310004f8900044a5d1e,40,alphaev56
008c8500088c820008aca600008c420000144000048c620010244200011840fff8ac6200108ce800088c6500103c0200008c43000c3c0400003c020000ac4800,56,mips
01261000248e67008c3c12000028e2001b3c0800003c0600003c0400003c050000144000243c0300003c020000ac40008480d100883c0700003c0600008d0200,64,mips
00c68c0c00a3ac100023ad02000010220002240c00a38cffff42242b180300ffff4230fbff40140000c3ac0c00a28c1400838c04004014010002240000023c14,47,mipsel
b01f04ff47000083a0080062280300e3730400e443000081b0c3aa9f240000e1b06d2584200000c1b00000c1b2000001b1000001b1000081b0000085a00400e4,59,alphaev56
4189e8488b1500000000be0000000089dfe891ffffff0fb6d389ee4889c7e8fbfeffff4889c7e8c8feffff85c07509eb0cb801000000eb05b8010000003de63f,35,x86_64
012042e2042083e5f6ffff1a02e0a0e38d00a0e3e320a0e344c09fe544309fe500008ce500208ce500308ce500e08ce5045091e50020a0e30030a0e328009fe5,39,arm
c3554889e548897df8488975f0488b45f8480faf45f05dc3554889e548897df8488975f048837df0007412488b45f8ba0000000048f775f04889d0eb04488b45,18,x86_64
000048c745800000000048c78578ffffff00000000c78574ffffff7298ec8466c78520fffffffdff66c78522ffffffffff66c78524ffffffffff66c78526ffff,22,x86_64
1000000000017a5200017c0e011b0c0f600000002000000018000000000000004800448d0b8e0a8f09460ec0016acfcecd0e600000000000000648261f000000,74,s390
8fef9fefafefbfe7682f792f8a2f9b2f00d0b52fa42f932f822f8e159f05a007b10704f400c089819a811816190604f48b819c811816190604f08b819c81e82e,16,avr
780a0008ffff910a00008109000c814a00002f880000409c000c3940ea2591470000394000057d284b7895480010394000002f8a00005545103a38c90004394a,50,powerpc
